1769397841.528271 server started (2085773): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1769397841.528299 on Linux 6.14.0-37-generic #37~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Nov 20 10:25:38 UTC 2
1769397841.528308 using libevent 2.1.12-stable poll
1769397841.528312 using ncurses 6.4 20240113
1769397841.750508 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1769397841.750511 format_expand1: result is: 1
1769397841.750514 format_replace: compare && left is: 0
1769397841.750517 format_replace: compare && right is: 1
1769397841.750522 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1769397841.750525 format_expand1: result is: 0
1769397841.750530 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1769397841.750537 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1769397841.750541 format_expand1: result is: 
1769397841.750548 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1769397841.750552 format_expand1: found #*1[
1769397841.750556 format_expand1: found #{}: T:window-status-current-format
1769397841.750559 format_replace: modifier 0 is T
1769397841.750564 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1769397841.750567 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1769397841.750571 format_expand1: found #I: window_index
1769397841.750576 format_replace: format 'window_index' found: 0
1769397841.750580 format_replace: replaced 'window_index' with '0'
1769397841.750583 format_expand1: found #W: window_name
1769397841.750588 format_replace: format 'window_name' found: bash
1769397841.750591 format_replace: replaced 'window_name' with 'bash'
1769397841.750595 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1769397841.750599 format_replace: condition is: window_flags
1769397841.750604 format_replace: condition 'window_flags' found: *
1769397841.750607 format_replace: condition 'window_flags' is true
1769397841.750611 format_expand1: expanding format: #{window_flags}
1769397841.750614 format_expand1: found #{}: window_flags
1769397841.750619 format_replace: format 'window_flags' found: *
1769397841.750623 format_replace: replaced 'window_flags' with '*'
1769397841.750626 format_expand1: result is: *
1769397841.750634 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1769397841.750638 format_expand1: result is: 0:bash*
1769397841.750642 format_replace: replaced 'T:window-status-current-format' with '0:bash*'
1769397841.750645 format_expand1: found #*1[
1769397841.750649 format_expand1: found #*1[
1769397841.750652 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1769397841.750656 format_replace: condition is: window_end_flag
1769397841.750661 format_replace: condition 'window_end_flag' found: 1
1769397841.750665 format_replace: condition 'window_end_flag' is true
1769397841.750668 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1769397841.750672 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]
1769397841.750677 unref client 0x5921699c73e0 (3 references)
1769397841.750693 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]'
1769397841.750698 format_expand1: found #*1[
1769397841.750702 format_expand1: found #{}: E:status-right-style
1769397841.750705 format_replace: modifier 0 is E
1769397841.750710 format_replace: format 'status-right-style' found: default
1769397841.750714 format_expand1: expanding format: default
1769397841.750717 format_expand1: result is: default
1769397841.750720 format_replace: replaced 'E:status-right-style' with 'default'
1769397841.750724 format_expand1: found #*1[
1769397841.750728 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1769397841.750731 format_expand1: expanding format: #{status-right-length}
1769397841.750735 format_expand1: found #{}: status-right-length
1769397841.750740 format_replace: format 'status-right-length' found: 40
1769397841.750743 format_replace: replaced 'status-right-length' with '40'
1769397841.750746 format_expand1: result is: 40
1769397841.750750 format_replace: modifier 0 is T
1769397841.750753 format_replace: modifier 1 is =
1769397841.750757 format_replace: modifier 1 argument 0: 40
1769397841.750762 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1769397841.750767 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1769397841.750775 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 10:24 26-Jan-26
1769397841.750779 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1769397841.750783 format_replace: condition is: window_bigger
1769397841.750787 format_replace: condition 'window_bigger' found: 0
1769397841.750791 format_replace: condition 'window_bigger' is false
1769397841.750799 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1769397841.750807 format_expand1: found #{}: =21:pane_title
1769397841.750810 format_expand1: expanding format: 21
1769397841.750814 format_expand1: result is: 21
1769397841.750817 format_replace: modifier 0 is =
1769397841.750821 format_replace: modifier 0 argument 0: 21
1769397841.750826 format_replace: format 'pane_title' found: mk-ThinkCentre-M900
1769397841.750830 format_replace: applied length limit 21: mk-ThinkCentre-M900
1769397841.750834 format_replace: replaced '=21:pane_title' with 'mk-ThinkCentre-M900'
1769397841.750838 format_expand1: result is: "mk-ThinkCentre-M900" 10:24 26-Jan-26
1769397841.750842 format_replace: applied length limit 40: "mk-ThinkCentre-M900" 10:24 26-Jan-26
1769397841.750846 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"mk-ThinkCentre-M900" 10:24 26-Jan-26'
1769397841.750850 format_expand1: found #*1[
1769397841.750853 format_expand1: found #*1[
1769397841.750862 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"mk-ThinkCentre-M900" 10:24 26-Jan-26#[pop-default]#[norange default]
1769397841.750868 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1769397841.750871 unref client 0x5921699c73e0 (2 references)
1769397841.750875 status_redraw exit: force=0, changed=0
1769397841.750880 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=126 sy=27 1/0
1769397841.750886 /dev/pts/0: \033[?25l
1769397841.750891 /dev/pts/0: current mode CURSOR,WRAP
1769397841.750894 /dev/pts/0: setting mode WRAP
1769397841.750897 /dev/pts/0: redrawing borders
1769397841.750900 screen_redraw_draw_borders: /dev/pts/0 @0
1769397841.750951 /dev/pts/0: redrawing panes
1769397841.750954 screen_redraw_draw_panes: /dev/pts/0 @0
1769397841.750958 screen_redraw_draw_pane: /dev/pts/0 @0 %0
1769397841.750962 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,0 at 0,0, width 126
1769397841.750965 tty_draw_line: px=0 py=0 nx=126 atx=0 aty=0
1769397841.750969 tty_draw_line: defaults: fg=8, bg=8
1769397841.750973 tty_draw_line: 126 to end of line (0 cleared)
1769397841.750976 tty_clear_line: /dev/pts/0, 126 at 0,0
1769397841.750980 /dev/pts/0: \033[K
1769397841.750984 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,1 at 0,1, width 126
1769397841.750988 tty_draw_line: px=0 py=1 nx=126 atx=0 aty=1
1769397841.750991 tty_draw_line: defaults: fg=8, bg=8
1769397841.750994 tty_draw_line: 126 to end of line (0 cleared)
1769397841.750998 tty_clear_line: /dev/pts/0, 126 at 0,1
1769397841.751002 /dev/pts/0: \r
1769397841.751005 /dev/pts/0: \n
1769397841.751008 /dev/pts/0: \033[K
1769397841.751012 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,2 at 0,2, width 126
1769397841.751015 tty_draw_line: px=0 py=2 nx=126 atx=0 aty=2
1769397841.751018 tty_draw_line: defaults: fg=8, bg=8
1769397841.751022 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751025 tty_clear_line: /dev/pts/0, 126 at 0,2
1769397841.751028 /dev/pts/0: \r
1769397841.751031 /dev/pts/0: \n
1769397841.751034 /dev/pts/0: \033[K
1769397841.751038 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,3 at 0,3, width 126
1769397841.751041 tty_draw_line: px=0 py=3 nx=126 atx=0 aty=3
1769397841.751044 tty_draw_line: defaults: fg=8, bg=8
1769397841.751048 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751051 tty_clear_line: /dev/pts/0, 126 at 0,3
1769397841.751054 /dev/pts/0: \r
1769397841.751057 /dev/pts/0: \n
1769397841.751060 /dev/pts/0: \033[K
1769397841.751064 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,4 at 0,4, width 126
1769397841.751067 tty_draw_line: px=0 py=4 nx=126 atx=0 aty=4
1769397841.751070 tty_draw_line: defaults: fg=8, bg=8
1769397841.751073 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751077 tty_clear_line: /dev/pts/0, 126 at 0,4
1769397841.751080 /dev/pts/0: \r
1769397841.751087 /dev/pts/0: \n
1769397841.751090 /dev/pts/0: \033[K
1769397841.751094 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,5 at 0,5, width 126
1769397841.751097 tty_draw_line: px=0 py=5 nx=126 atx=0 aty=5
1769397841.751100 tty_draw_line: defaults: fg=8, bg=8
1769397841.751103 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751107 tty_clear_line: /dev/pts/0, 126 at 0,5
1769397841.751110 /dev/pts/0: \r
1769397841.751113 /dev/pts/0: \n
1769397841.751116 /dev/pts/0: \033[K
1769397841.751119 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,6 at 0,6, width 126
1769397841.751123 tty_draw_line: px=0 py=6 nx=126 atx=0 aty=6
1769397841.751126 tty_draw_line: defaults: fg=8, bg=8
1769397841.751129 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751132 tty_clear_line: /dev/pts/0, 126 at 0,6
1769397841.751136 /dev/pts/0: \r
1769397841.751138 /dev/pts/0: \n
1769397841.751141 /dev/pts/0: \033[K
1769397841.751145 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,7 at 0,7, width 126
1769397841.751148 tty_draw_line: px=0 py=7 nx=126 atx=0 aty=7
1769397841.751151 tty_draw_line: defaults: fg=8, bg=8
1769397841.751155 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751159 tty_clear_line: /dev/pts/0, 126 at 0,7
1769397841.751162 /dev/pts/0: \r
1769397841.751165 /dev/pts/0: \n
1769397841.751168 /dev/pts/0: \033[K
1769397841.751175 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,8 at 0,8, width 126
1769397841.751179 tty_draw_line: px=0 py=8 nx=126 atx=0 aty=8
1769397841.751182 tty_draw_line: defaults: fg=8, bg=8
1769397841.751185 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751188 tty_clear_line: /dev/pts/0, 126 at 0,8
1769397841.751191 /dev/pts/0: \r
1769397841.751194 /dev/pts/0: \n
1769397841.751197 /dev/pts/0: \033[K
1769397841.751201 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,9 at 0,9, width 126
1769397841.751205 tty_draw_line: px=0 py=9 nx=126 atx=0 aty=9
1769397841.751208 tty_draw_line: defaults: fg=8, bg=8
1769397841.751211 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751214 tty_clear_line: /dev/pts/0, 126 at 0,9
1769397841.751217 /dev/pts/0: \r
1769397841.751220 /dev/pts/0: \n
1769397841.751223 /dev/pts/0: \033[K
1769397841.751227 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,10 at 0,10, width 126
1769397841.751230 tty_draw_line: px=0 py=10 nx=126 atx=0 aty=10
1769397841.751233 tty_draw_line: defaults: fg=8, bg=8
1769397841.751237 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751240 tty_clear_line: /dev/pts/0, 126 at 0,10
1769397841.751243 /dev/pts/0: \r
1769397841.751246 /dev/pts/0: \n
1769397841.751262 /dev/pts/0: \033[K
1769397841.751266 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,11 at 0,11, width 126
1769397841.751270 tty_draw_line: px=0 py=11 nx=126 atx=0 aty=11
1769397841.751273 tty_draw_line: defaults: fg=8, bg=8
1769397841.751276 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751280 tty_clear_line: /dev/pts/0, 126 at 0,11
1769397841.751283 /dev/pts/0: \r
1769397841.751286 /dev/pts/0: \n
1769397841.751289 /dev/pts/0: \033[K
1769397841.751292 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,12 at 0,12, width 126
1769397841.751296 tty_draw_line: px=0 py=12 nx=126 atx=0 aty=12
1769397841.751299 tty_draw_line: defaults: fg=8, bg=8
1769397841.751302 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751305 tty_clear_line: /dev/pts/0, 126 at 0,12
1769397841.751308 /dev/pts/0: \r
1769397841.751311 /dev/pts/0: \n
1769397841.751314 /dev/pts/0: \033[K
1769397841.751318 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,13 at 0,13, width 126
1769397841.751335 tty_draw_line: px=0 py=13 nx=126 atx=0 aty=13
1769397841.751338 tty_draw_line: defaults: fg=8, bg=8
1769397841.751341 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751345 tty_clear_line: /dev/pts/0, 126 at 0,13
1769397841.751348 /dev/pts/0: \r
1769397841.751351 /dev/pts/0: \n
1769397841.751354 /dev/pts/0: \033[K
1769397841.751357 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,14 at 0,14, width 126
1769397841.751361 tty_draw_line: px=0 py=14 nx=126 atx=0 aty=14
1769397841.751364 tty_draw_line: defaults: fg=8, bg=8
1769397841.751370 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751374 tty_clear_line: /dev/pts/0, 126 at 0,14
1769397841.751377 /dev/pts/0: \r
1769397841.751380 /dev/pts/0: \n
1769397841.751383 /dev/pts/0: \033[K
1769397841.751387 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,15 at 0,15, width 126
1769397841.751390 tty_draw_line: px=0 py=15 nx=126 atx=0 aty=15
1769397841.751394 tty_draw_line: defaults: fg=8, bg=8
1769397841.751397 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751401 tty_clear_line: /dev/pts/0, 126 at 0,15
1769397841.751403 /dev/pts/0: \r
1769397841.751406 /dev/pts/0: \n
1769397841.751409 /dev/pts/0: \033[K
1769397841.751413 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,16 at 0,16, width 126
1769397841.751417 tty_draw_line: px=0 py=16 nx=126 atx=0 aty=16
1769397841.751420 tty_draw_line: defaults: fg=8, bg=8
1769397841.751423 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751434 tty_clear_line: /dev/pts/0, 126 at 0,16
1769397841.751437 /dev/pts/0: \r
1769397841.751441 /dev/pts/0: \n
1769397841.751444 /dev/pts/0: \033[K
1769397841.751448 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,17 at 0,17, width 126
1769397841.751451 tty_draw_line: px=0 py=17 nx=126 atx=0 aty=17
1769397841.751454 tty_draw_line: defaults: fg=8, bg=8
1769397841.751458 tty_draw_line: 126 to end of line (0 cleared)
1769397841.751461 tty_clear_line: /dev/pts/0, 126 at 0,17
